Formula,FW,DSSTox_CID,SR-HSE,ID,ROMol,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SMILES
C41H64O13,764.9391,2933,,NCGC00159428-02,<rdkit.Chem.rdchem.Mol object at 0x1300bdcb0>,,,,,,1,,,1,,1,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
C16H35NO2,273.4546,22090,,NCGC00255856-01,<rdkit.Chem.rdchem.Mol object at 0x1300bdd20>,0,,,0,0,,,,,,,CCCCCCCCCCCCN(CCO)CCO
C20H39ClN2,342.9901 (307.5365+35.4535),27899,,NCGC00258154-01,<rdkit.Chem.rdchem.Mol object at 0x1300bdd90>,0,1,1,,0,,,,,,,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
C18H16Cl3N3O4,444.6963 (63.0128+381.6835),5226,1,NCGC00257500-01,<rdkit.Chem.rdchem.Mol object at 0x1300bde00>,0,,1,,,,,,,0,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
C14H24N2,220.3538,4956,1,NCGC00257925-01,<rdkit.Chem.rdchem.Mol object at 0x1300bde70>,0,,,,,1,,,,,,CCC(C)Nc1ccc(NC(C)CC)cc1
C13H8Cl2N2O4,327.1196,20362,,NCGC00254654-01,<rdkit.Chem.rdchem.Mol object at 0x1300bdee0>,0,,,,1,,,,1,,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
C32H46O7,542.7034,14742,1,NCGC00254847-01,<rdkit.Chem.rdchem.Mol object at 0x1300bdf50>,0,,,,0,,,,,,,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
C46H56N4O10,824.9576,12278,,NCGC00163700-01,<rdkit.Chem.rdchem.Mol object at 0x1300bdfc0>,0,,0,,,,,,,1,,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
C14H11NO5,273.2408,3685,0,NCGC00255188-01,<rdkit.Chem.rdchem.Mol object at 0x1300be030>,0,,,0,,,,,,,,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
C21H38BrN,384.4371 (304.5326+79.9045),13307,,NCGC00259098-01,<rdkit.Chem.rdchem.Mol object at 0x1300be0a0>,0,1,1,,0,,,,,,,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
C2H4O,44.0526,2,,NCGC00260028-01,<rdkit.Chem.rdchem.Mol object at 0x1300be110>,0,,1,,,1,,,,0,,CC=O
C24H17F2N3O,401.4081,27366,,NCGC00254211-01,<rdkit.Chem.rdchem.Mol object at 0x1300be180>,0,,,,,1,,,,0,,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1
C12H9N3O5S,307.2820,13757,1,NCGC00258778-01,<rdkit.Chem.rdchem.Mol object at 0x1300be1f0>,0,,,,,1,,,,,,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
C34H37ClF3N3O7S,724.1867 (610.1633+114.0233),27369,1,NCGC00253950-01,<rdkit.Chem.rdchem.Mol object at 0x1300be260>,0,,,,0,,,,,,,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl.O=C(O)C(F)(F)F
C20H35F6N3O4S2,559.6300 (279.4834+280.1467),29153,,NCGC00260206-01,<rdkit.Chem.rdchem.Mol object at 0x1300be2d0>,0,1,1,,0,,,,,,,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C15H22O5,282.3322,20713,,NCGC00254030-01,<rdkit.Chem.rdchem.Mol object at 0x1300be340>,0,,,,,,,,1,0,,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
C27H60ClNO3Si,510.3087 (474.8552+35.4535),15589,,NCGC00255696-01,<rdkit.Chem.rdchem.Mol object at 0x1300be3b0>,0,,,,0,,0,,,,,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-]
C16H31BF4N2,338.2354 (251.4302+86.8052),29109,,NCGC00260177-01,<rdkit.Chem.rdchem.Mol object at 0x1300be420>,0,1,1,,,1,,,,,,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
C12H8N2,180.2053,5857,1,NCGC00259547-01,<rdkit.Chem.rdchem.Mol object at 0x1300be490>,0,,,,,,,,,,0,c1cnc2c(c1)ccc1cccnc12
C17H31F3N2O3S,400.4998 (251.4302+149.0697),29155,,NCGC00260178-01,<rdkit.Chem.rdchem.Mol object at 0x1300be500>,0,1,1,,,1,,,,,,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
C20H44BrN,378.4741 (298.5695+79.9045),21759,,NCGC00166120-01,<rdkit.Chem.rdchem.Mol object at 0x1300be570>,0,,,0,0,1,,,,,,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
C25H30ClN3,407.9788 (372.5253+35.4535),653,,NCGC00091112-02,<rdkit.Chem.rdchem.Mol object at 0x1300be5e0>,0,,,,,1,,1,,,,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
C21H38ClN,339.9861 (304.5326+35.4535),14317,,NCGC00255472-01,<rdkit.Chem.rdchem.Mol object at 0x1300be650>,0,,,0,0,1,,,,,,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
C10H20N2S4,296.5392,1322,,NCGC00016000-08,<rdkit.Chem.rdchem.Mol object at 0x1300be6c0>,0,,,0,,,,,,1,0,CCN(CC)C(=S)SSC(=S)N(CC)CC
C33H35ClN4O3,571.1090 (534.6481+36.4609),27320,,NCGC00254209-01,<rdkit.Chem.rdchem.Mol object at 0x1300be730>,0,,,0,,1,,,,,,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl
C18H20ClNOS,333.8755 (297.4146+36.4609),26443,,NCGC00164559-01,<rdkit.Chem.rdchem.Mol object at 0x1300be7a0>,0,,,0,,,,,,,0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl
C30H30ClN5O4S,592.1083 (555.6474+36.4609),28939,,NCGC00162178-02,<rdkit.Chem.rdchem.Mol object at 0x1300be810>,0,,,0,0,1,,,,,,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2.Cl
C6H5ClHgO,329.1463,26872,,NCGC00181142-02,<rdkit.Chem.rdchem.Mol object at 0x1300be880>,0,,,1,,,,1,,1,,Oc1ccc([Hg]Cl)cc1
C6H12N2S4,240.4329,1332,,NCGC00091563-01,<rdkit.Chem.rdchem.Mol object at 0x1300be8f0>,0,,,0,,,,,0,1,,CN(C)C(=S)SSC(=S)N(C)C
C21H24ClNO,341.8744,23897,,NCGC00015195-03,<rdkit.Chem.rdchem.Mol object at 0x1300be960>,0,,,0,,,,,1,,0,CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2
C33H49N3O7S2,663.8881 (567.7824+96.1057),10777,,NCGC00090782-03,<rdkit.Chem.rdchem.Mol object at 0x1300be9d0>,0,,,,0,1,,,,,0,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
C14H10O,194.2286,27592,,NCGC00254471-01,<rdkit.Chem.rdchem.Mol object at 0x1300bea40>,0,,,1,1,1,,,,,,Oc1cc2ccccc2c2ccccc12
C22H40BrNO,414.4631 (334.5586+79.9045),13468,,NCGC00091010-01,<rdkit.Chem.rdchem.Mol object at 0x1300beab0>,0,,,0,0,1,,,,,,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-]
C25H46ClN,396.0924 (360.6389+35.4535),21665,,NCGC00167582-01,<rdkit.Chem.rdchem.Mol object at 0x1300beb20>,0,,,0,0,1,,,,,,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
C22H48ClN,362.0762 (326.6227+35.4535),12537,,NCGC00254240-01,<rdkit.Chem.rdchem.Mol object at 0x1300beb90>,0,,,0,0,,,,,0,,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
C27H42ClNO2,448.0809 (412.6273+35.4535),3810,,NCGC00016373-03,<rdkit.Chem.rdchem.Mol object at 0x1300bec00>,0,,,0,0,,,0,,,,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
C26H28Cl2N4O4,531.4309,9879,1,NCGC00253967-01,<rdkit.Chem.rdchem.Mol object at 0x1300bec70>,0,1,,,1,,,,,,,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
C30H62O10,582.8073,19721,,NCGC00166290-02,<rdkit.Chem.rdchem.Mol object at 0x1300bece0>,0,,,0,0,,,,,0,,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
C31H44N2O5S,556.7565,28579,,NCGC00188863-01,<rdkit.Chem.rdchem.Mol object at 0x1300bed50>,0,,,0,,,0,,,,0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
C19H25NO,283.4079,25661,,NCGC00024762-02,<rdkit.Chem.rdchem.Mol object at 0x1300bedc0>,0,,0,,,,,0,0,0,,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
C19H22Cl2N2OS,397.3618 (360.9008+36.4609),26237,,NCGC00160568-01,<rdkit.Chem.rdchem.Mol object at 0x1300bee30>,0,,,0,1,,,,,,,CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3s2)cc1.Cl
C25H33Cl2N5O2,506.4678 (470.0069+36.4609),26088,,NCGC00159517-02,<rdkit.Chem.rdchem.Mol object at 0x1300beea0>,0,,,0,,,,,,0,0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
C17H19ClF3NO,345.7871 (36.4609+309.3261),635,0,NCGC00257736-01,<rdkit.Chem.rdchem.Mol object at 0x1300bef10>,0,,,0,,,,,,0,,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl
C12H7Cl3O2,289.5418,12498,,NCGC00159417-06,<rdkit.Chem.rdchem.Mol object at 0x1300bef80>,0,,,,,1,,1,,0,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
C37H49F3N4O5S,718.8690 (604.8456+114.0233),28496,,NCGC00249418-01,<rdkit.Chem.rdchem.Mol object at 0x1300beff0>,0,,,0,,,,0,,0,,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F
C28H29F2N3O,461.5462,3474,,NCGC00015802-08,<rdkit.Chem.rdchem.Mol object at 0x1300bf060>,0,,0,0,0,,,0,,,,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
C28H32ClN3O8S,606.0870 (373.9427+116.0722+116.0722),28941,,NCGC00015856-08,<rdkit.Chem.rdchem.Mol object at 0x1300bf0d0>,0,,,0,1,,,,,,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
C32H43NO4,505.6881,28690,,NCGC00186460-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf140>,0,,,1,,1,,,,1,,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
C21H38BrN,384.4371 (304.5326+79.9045),13307,,NCGC00091023-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf1b0>,0,,,0,0,,,,,,0,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
C20H6Br4Na2O5,691.8542 (645.8757+22.9892+22.9892),5234,,NCGC00255228-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf220>,0,,,0,0,,,,,0,,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+]
C20H36O2,308.4986,27111,,NCGC00256908-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf290>,0,,,0,0,,,,,0,,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
C19H26O4S,350.4723,4276,0,NCGC00254709-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf300>,0,1,,,,,,,,0,,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1
C23H32O2,340.4990,870,1,NCGC00259079-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf370>,0,,,,0,1,,,,,,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
C24H26O,330.4626,9241,,NCGC00254226-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf3e0>,0,,,,0,1,,,,0,,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1
C26H33NO2,391.5457,12005,,NCGC00090752-03,<rdkit.Chem.rdchem.Mol object at 0x1300bf450>,0,,,0,,1,,,,,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1
C33H32Cl3N3O4,640.9839 (36.4609+604.5229),27379,1,NCGC00254091-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf4c0>,0,,,,,1,,,,0,,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl
C17H20Cl2N2S,355.3251 (318.8642+36.4609),4827,,NCGC00254272-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf530>,0,,,0,,,,,1,0,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
C21H20ClN3O3S,429.9198 (393.4589+36.4609),17186,,NCGC00093644-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf5a0>,0,,,,,1,0,,1,,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl
C13H30ClNO2,267.8358 (231.3749+36.4609),26529,,NCGC00166070-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf610>,0,,,,0,,0,,,,0,CCCCCCCCCCOCC(O)CN.Cl
C21H26Cl2O,365.3365,25889,,NCGC00095016-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf680>,0,,0,,0,1,,,,0,,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
C14H9Cl3N2OS,359.6581,23952,,NCGC00164610-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf6f0>,0,,1,,,1,,0,,,0,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1
C21H26N2S2,370.5745,3656,,NCGC00016059-05,<rdkit.Chem.rdchem.Mol object at 0x1300bf760>,0,,,0,0,,,,,,0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
C30H30F7N3O3,613.5663,28487,,NCGC00257342-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf7d0>,0,1,,,0,,,,,,0,Cc1cc(F)ccc1-c1cc(N2CC[C@@H](O)[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
C2I4,531.6393,22462,,NCGC00255759-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf840>,0,,,0,,1,,,1,,,IC(I)=C(I)I
C12H11N7,253.2626,1373,,NCGC00259570-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf8b0>,,,,,1,0,,,1,1,,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
C47H74O19,943.0791,2897,,NCGC00159441-02,<rdkit.Chem.rdchem.Mol object at 0x1300bf920>,,,,0,0,1,,,,,,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1
C21H14N2O4,358.3469,24381,1,NCGC00255770-01,<rdkit.Chem.rdchem.Mol object at 0x1300bf990>,0,,,,0,,,,1,,,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1
C15H34BrN,308.3412 (228.4366+79.9045),24366,,NCGC00255995-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfa00>,0,1,,,0,,,,,0,,CCCCCCCCCCCC[N+](C)(C)C.[Br-]
C21H38ClN,339.9861 (304.5326+35.4535),21761,,NCGC00257543-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfa70>,0,1,1,0,0,,,,,,,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
C46H73ClN4O9,861.5462 (826.0927+35.4535),28724,,NCGC00183020-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfae0>,0,,,0,0,0,,,,,,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1.[Cl-]
C15H20O3,248.3175,20579,,NCGC00016748-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfb50>,0,,,,,0,,,1,,1,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21
C29H36O8,512.5913,24841,,NCGC00256180-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfbc0>,0,,,0,,1,,,,,0,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1
C39H43N3O11S,761.8372,26880,,NCGC00181159-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfc30>,0,,,0,,,,,1,0,,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4
C23H32O2,340.4990,870,1,NCGC00256347-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfca0>,0,,,,0,1,,,,,,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
C20H24N2O6,388.4144,3371,1,NCGC00255136-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfd10>,0,,,0,1,,,,,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
C26H29N3O6,479.5250,3363,,NCGC00015747-03,<rdkit.Chem.rdchem.Mol object at 0x1300bfd80>,0,,,0,,1,,,,,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
C14H17NO2,231.2903,5035,,NCGC00259338-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfdf0>,1,,,,,,0,,1,0,,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
C28H28ClNO4S,510.0442 (473.5833+36.4609),14181,,NCGC00015889-05,<rdkit.Chem.rdchem.Mol object at 0x1300bfe60>,0,,1,,0,1,,,1,,,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
C6Cl4N2,241.8896,7795,,NCGC00255326-01,<rdkit.Chem.rdchem.Mol object at 0x1300bfed0>,0,,,1,,,,,1,1,,N#Cc1nc(Cl)c(Cl)c(Cl)c1Cl
C16H13Cl3N2OS,387.7112,26619,,NCGC00167430-01,<rdkit.Chem.rdchem.Mol object at 0x1300bff40>,0,,1,,0,,,0,,0,,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
C12H13NO2,203.2371,21422,,NCGC00255493-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0040>,0,,,,,,0,,1,1,,Cc1cc(=O)oc2cc(N(C)C)ccc12
C29H40N2O4,480.6389,2980,,NCGC00024379-04,<rdkit.Chem.rdchem.Mol object at 0x1300e00b0>,0,,1,0,0,,,,0,,,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
C18H31F6N3O4S2,531.5769 (251.4302+280.1467),27893,,NCGC00258148-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0120>,0,,1,,0,,,,,0,0,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C14H12N6O,280.2847,26445,,NCGC00164562-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0190>,0,,,0,,,,,1,0,,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
C14H4N2O2S2,296.3238,20270,,NCGC00255557-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0200>,0,1,,,1,,,,,0,,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
C15H9N,203.2387,29065,,NCGC00260509-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0270>,0,,,,,1,,,1,0,,N#Cc1c2ccccc2cc2ccccc12
C51H79NO13,914.1719,3582,,NCGC00021305-05,<rdkit.Chem.rdchem.Mol object at 0x1300e02e0>,0,,1,,0,1,,,,,,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
C6H3ClN2O4,202.5520,278,,NCGC00256396-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0350>,0,,,0,,,,,1,,1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
C17H20O8,352.3359,22264,,NCGC00255766-01,<rdkit.Chem.rdchem.Mol object at 0x1300e03c0>,0,,,1,,,,1,,1,,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
C13H11N3O2,241.2453,26272,,NCGC00160648-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0430>,0,,,,1,,,,,1,0,O=C(N/N=C/c1ccccc1O)c1ccncc1
C34H30N2O5,546.6124,27310,,NCGC00254050-01,<rdkit.Chem.rdchem.Mol object at 0x1300e04a0>,0,,,0,0,,,1,,,,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
C17H20O6,320.3371,21070,,NCGC00016786-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0510>,0,,,,,,,,1,0,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
C49H76O20,985.1157,3198,,NCGC00094932-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0580>,,,,,0,1,,,1,,,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C19H30O5,338.4385,28164,,NCGC00257297-01,<rdkit.Chem.rdchem.Mol object at 0x1300e05f0>,0,,,,0,1,,,,0,,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
C22H22O5,366.4071,26386,,NCGC00164486-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0660>,0,,,0,0,1,,,,,,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O
C44H32N4O4,680.7493,28545,,NCGC00183280-01,<rdkit.Chem.rdchem.Mol object at 0x1300e06d0>,0,,,,1,,,0,,0,,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1
C27H25ClN6,468.9806 (35.4535+224.2805+209.2465),25848,,NCGC00094813-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0740>,0,,1,,1,1,,,1,,,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-]
C33H40ClN3,514.1438 (478.6903+35.4535),18888,1,NCGC00255579-01,<rdkit.Chem.rdchem.Mol object at 0x1300e07b0>,0,0,1,,,1,,,,,,CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12.[Cl-]
C18H16Cl3N3O4,444.6963 (63.0128+381.6835),5226,,NCGC00018258-03,<rdkit.Chem.rdchem.Mol object at 0x1300e0820>,0,,1,,,,0,0,,0,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
C27H44O3,416.6365,2722,,NCGC00161327-04,<rdkit.Chem.rdchem.Mol object at 0x1300e0890>,0,,0,0,,1,,,,,0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
C62H86N12O16,1255.4170,31,,NCGC00161622-02,<rdkit.Chem.rdchem.Mol object at 0x1300e0900>,0,,,0,,,,,1,0,,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
C12H27ClSn,325.5058,7403,,NCGC00259175-01,<rdkit.Chem.rdchem.Mol object at 0x1300e0970>,0,1,,,,1,,1,,,,CCCC[Sn](Cl)(CCCC)CCCC
